"Sequence","Country Code","Geographic Area","Reference Date","Population Subgroup","Subpop Code","Sex","Age","Source ID","Comments","Data Type","Country","Site Name","Author","Year","Title","Publication Information","Virus Type","NO_CASES","NO_DEATHS","PREV_RATE","INC_RATE","Specimen Type","Test Type","SAMPSIZE"
"30","TZ","National","1994-1998","Adult TB pts.","U","B","35Y44Y","R0369",,"P","Tanzania","National","Range, N., Y. A. Ipuge, R. J. O'Brien, et al.",2001,"Trend in HIV Prevalence among Tuberculosis Patients in Tanzania, 1991-1998","International Journal of Tuberculosis and Lung Disease, vol. 5, no. 5, pp. 405-412.","HIV","1,148","-1","50.09","N/A","BW","ELISA","2,292"
"29","TZ","National","1994-1998","Adult TB pts.","U","B","25Y34Y","R0369",,"P","Tanzania","National","Range, N., Y. A. Ipuge, R. J. O'Brien, et al.",2001,"Trend in HIV Prevalence among Tuberculosis Patients in Tanzania, 1991-1998","International Journal of Tuberculosis and Lung Disease, vol. 5, no. 5, pp. 405-412.","HIV","1,963","-1","54.11","N/A","BW","ELISA","3,628"
"28","TZ","National","1994-1998","Adult TB pts.","U","B","15Y24Y","R0369",,"P","Tanzania","National","Range, N., Y. A. Ipuge, R. J. O'Brien, et al.",2001,"Trend in HIV Prevalence among Tuberculosis Patients in Tanzania, 1991-1998","International Journal of Tuberculosis and Lung Disease, vol. 5, no. 5, pp. 405-412.","HIV","771","-1","37.74","N/A","BW","ELISA","2,043"
"16","WZ","National","2010-2011","Adults","N","M","40Y44Y","B1007","Swaziland HIV Incidence Measurement Survey.  Dec. 10 - June 11.  Rapid tests: Determine & Uni-Gold.","P","Swaziland","National","Bicego, G. T., R. Nkambule, I. Peterson, et al.",2013,"Recent Patterns in Population-Based HIV Prevalence in Swaziland","PLoS One, vol. 8, issue 10, e77101, pp. 1-7, <http://www.plosone.org>, accessed on December 17, 2013.","HIV","-1","-1","45.50","N/A","BW","RAPID*2, ELISA*2","728"
"8","WZ","National","2010-2011","Adults","N","B","35Y39Y","B1007","Swaziland HIV Incidence Measurement Survey.  Dec. 10 - June 11.  Rapid tests: Determine & Uni-Gold.","P","Swaziland","National","Bicego, G. T., R. Nkambule, I. Peterson, et al.",2013,"Recent Patterns in Population-Based HIV Prevalence in Swaziland","PLoS One, vol. 8, issue 10, e77101, pp. 1-7, <http://www.plosone.org>, accessed on December 17, 2013.","HIV","-1","-1","48.20","N/A","BW","RAPID*2, ELISA*2","2,202"
"15","WZ","National","2010-2011","Adults","N","M","35Y39Y","B1007","Swaziland HIV Incidence Measurement Survey.  Dec. 10 - June 11.  Rapid tests: Determine & Uni-Gold.","P","Swaziland","National","Bicego, G. T., R. Nkambule, I. Peterson, et al.",2013,"Recent Patterns in Population-Based HIV Prevalence in Swaziland","PLoS One, vol. 8, issue 10, e77101, pp. 1-7, <http://www.plosone.org>, accessed on December 17, 2013.","HIV","-1","-1","47.00","N/A","BW","RAPID*2, ELISA*2","993"
"14","WZ","National","2010-2011","Adults","N","M","30Y34Y","B1007","Swaziland HIV Incidence Measurement Survey.  Dec. 10 - June 11.  Rapid tests: Determine & Uni-Gold.","P","Swaziland","National","Bicego, G. T., R. Nkambule, I. Peterson, et al.",2013,"Recent Patterns in Population-Based HIV Prevalence in Swaziland","PLoS One, vol. 8, issue 10, e77101, pp. 1-7, <http://www.plosone.org>, accessed on December 17, 2013.","HIV","-1","-1","36.60","N/A","BW","RAPID*2, ELISA*2","1,267"
"4","WZ","National","2010-2011","Adults","N","B","18Y19Y","B1007","Swaziland HIV Incidence Measurement Survey.  Dec. 10 - June 11.  Rapid tests: Determine & Uni-Gold.","P","Swaziland","National","Bicego, G. T., R. Nkambule, I. Peterson, et al.",2013,"Recent Patterns in Population-Based HIV Prevalence in Swaziland","PLoS One, vol. 8, issue 10, e77101, pp. 1-7, <http://www.plosone.org>, accessed on December 17, 2013.","HIV","-1","-1","7.60","N/A","BW","RAPID*2, ELISA*2","1,987"
"7","WZ","National","2010-2011","Adults","N","B","30Y34Y","B1007","Swaziland HIV Incidence Measurement Survey.  Dec. 10 - June 11.  Rapid tests: Determine & Uni-Gold.","P","Swaziland","National","Bicego, G. T., R. Nkambule, I. Peterson, et al.",2013,"Recent Patterns in Population-Based HIV Prevalence in Swaziland","PLoS One, vol. 8, issue 10, e77101, pp. 1-7, <http://www.plosone.org>, accessed on December 17, 2013.","HIV","-1","-1","45.50","N/A","BW","RAPID*2, ELISA*2","2,629"
"13","WZ","National","2010-2011","Adults","N","M","25Y29Y","B1007","Swaziland HIV Incidence Measurement Survey.  Dec. 10 - June 11.  Rapid tests: Determine & Uni-Gold.","P","Swaziland","National","Bicego, G. T., R. Nkambule, I. Peterson, et al.",2013,"Recent Patterns in Population-Based HIV Prevalence in Swaziland","PLoS One, vol. 8, issue 10, e77101, pp. 1-7, <http://www.plosone.org>, accessed on December 17, 2013.","HIV","-1","-1","21.30","N/A","BW","RAPID*2, ELISA*2","1,682"
"24","WZ","National","2010-2011","Adults","N","F","45Y49Y","B1007","Swaziland HIV Incidence Measurement Survey.  Dec. 10 - June 11.  Rapid tests: Determine & Uni-Gold.","P","Swaziland","National","Bicego, G. T., R. Nkambule, I. Peterson, et al.",2013,"Recent Patterns in Population-Based HIV Prevalence in Swaziland","PLoS One, vol. 8, issue 10, e77101, pp. 1-7, <http://www.plosone.org>, accessed on December 17, 2013.","HIV","-1","-1","31.60","N/A","BW","RAPID*2, ELISA*2","894"
"12","WZ","National","2010-2011","Adults","N","M","20Y24Y","B1007","Swaziland HIV Incidence Measurement Survey.  Dec. 10 - June 11.  Rapid tests: Determine & Uni-Gold.","P","Swaziland","National","Bicego, G. T., R. Nkambule, I. Peterson, et al.",2013,"Recent Patterns in Population-Based HIV Prevalence in Swaziland","PLoS One, vol. 8, issue 10, e77101, pp. 1-7, <http://www.plosone.org>, accessed on December 17, 2013.","HIV","-1","-1","6.60","N/A","BW","RAPID*2, ELISA*2","2,093"
"23","WZ","National","2010-2011","Adults","N","F","40Y44Y","B1007","Swaziland HIV Incidence Measurement Survey.  Dec. 10 - June 11.  Rapid tests: Determine & Uni-Gold.","P","Swaziland","National","Bicego, G. T., R. Nkambule, I. Peterson, et al.",2013,"Recent Patterns in Population-Based HIV Prevalence in Swaziland","PLoS One, vol. 8, issue 10, e77101, pp. 1-7, <http://www.plosone.org>, accessed on December 17, 2013.","HIV","-1","-1","39.70","N/A","BW","RAPID*2, ELISA*2","975"
"22","WZ","National","2010-2011","Adults","N","F","35Y39Y","B1007","Swaziland HIV Incidence Measurement Survey.  Dec. 10 - June 11.  Rapid tests: Determine & Uni-Gold.","P","Swaziland","National","Bicego, G. T., R. Nkambule, I. Peterson, et al.",2013,"Recent Patterns in Population-Based HIV Prevalence in Swaziland","PLoS One, vol. 8, issue 10, e77101, pp. 1-7, <http://www.plosone.org>, accessed on December 17, 2013.","HIV","-1","-1","49.10","N/A","BW","RAPID*2, ELISA*2","1,209"
"6","WZ","National","2010-2011","Adults","N","B","25Y29Y","B1007","Swaziland HIV Incidence Measurement Survey.  Dec. 10 - June 11.  Rapid tests: Determine & Uni-Gold.","P","Swaziland","National","Bicego, G. T., R. Nkambule, I. Peterson, et al.",2013,"Recent Patterns in Population-Based HIV Prevalence in Swaziland","PLoS One, vol. 8, issue 10, e77101, pp. 1-7, <http://www.plosone.org>, accessed on December 17, 2013.","HIV","-1","-1","34.90","N/A","BW","RAPID*2, ELISA*2","3,605"
"11","WZ","National","2010-2011","Adults","N","M","18Y19Y","B1007","Swaziland HIV Incidence Measurement Survey.  Dec. 10 - June 11.  Rapid tests: Determine & Uni-Gold.","P","Swaziland","National","Bicego, G. T., R. Nkambule, I. Peterson, et al.",2013,"Recent Patterns in Population-Based HIV Prevalence in Swaziland","PLoS One, vol. 8, issue 10, e77101, pp. 1-7, <http://www.plosone.org>, accessed on December 17, 2013.","HIV","-1","-1","0.80","N/A","BW","RAPID*2, ELISA*2","995"
"21","WZ","National","2010-2011","Adults","N","F","30Y34Y","B1007","Swaziland HIV Incidence Measurement Survey.  Dec. 10 - June 11.  Rapid tests: Determine & Uni-Gold.","P","Swaziland","National","Bicego, G. T., R. Nkambule, I. Peterson, et al.",2013,"Recent Patterns in Population-Based HIV Prevalence in Swaziland","PLoS One, vol. 8, issue 10, e77101, pp. 1-7, <http://www.plosone.org>, accessed on December 17, 2013.","HIV","-1","-1","53.80","N/A","BW","RAPID*2, ELISA*2","1,361"
"5","WZ","National","2010-2011","Adults","N","B","20Y24Y","B1007","Swaziland HIV Incidence Measurement Survey.  Dec. 10 - June 11.  Rapid tests: Determine & Uni-Gold.","P","Swaziland","National","Bicego, G. T., R. Nkambule, I. Peterson, et al.",2013,"Recent Patterns in Population-Based HIV Prevalence in Swaziland","PLoS One, vol. 8, issue 10, e77101, pp. 1-7, <http://www.plosone.org>, accessed on December 17, 2013.","HIV","-1","-1","20.10","N/A","BW","RAPID*2, ELISA*2","4,582"
"10","WZ","National","2010-2011","Adults","N","B","45Y49Y","B1007","Swaziland HIV Incidence Measurement Survey.  Dec. 10 - June 11.  Rapid tests: Determine & Uni-Gold.","P","Swaziland","National","Bicego, G. T., R. Nkambule, I. Peterson, et al.",2013,"Recent Patterns in Population-Based HIV Prevalence in Swaziland","PLoS One, vol. 8, issue 10, e77101, pp. 1-7, <http://www.plosone.org>, accessed on December 17, 2013.","HIV","-1","-1","35.80","N/A","BW","RAPID*2, ELISA*2","1,465"
"20","WZ","National","2010-2011","Adults","N","F","25Y29Y","B1007","Swaziland HIV Incidence Measurement Survey.  Dec. 10 - June 11.  Rapid tests: Determine & Uni-Gold.","P","Swaziland","National","Bicego, G. T., R. Nkambule, I. Peterson, et al.",2013,"Recent Patterns in Population-Based HIV Prevalence in Swaziland","PLoS One, vol. 8, issue 10, e77101, pp. 1-7, <http://www.plosone.org>, accessed on December 17, 2013.","HIV","-1","-1","46.70","N/A","BW","RAPID*2, ELISA*2","1,923"
"19","WZ","National","2010-2011","Adults","N","F","20Y24Y","B1007","Swaziland HIV Incidence Measurement Survey.  Dec. 10 - June 11.  Rapid tests: Determine & Uni-Gold.","P","Swaziland","National","Bicego, G. T., R. Nkambule, I. Peterson, et al.",2013,"Recent Patterns in Population-Based HIV Prevalence in Swaziland","PLoS One, vol. 8, issue 10, e77101, pp. 1-7, <http://www.plosone.org>, accessed on December 17, 2013.","HIV","-1","-1","31.50","N/A","BW","RAPID*2, ELISA*2","2,489"
"18","WZ","National","2010-2011","Adults","N","F","18Y19Y","B1007","Swaziland HIV Incidence Measurement Survey.  Dec. 10 - June 11.  Rapid tests: Determine & Uni-Gold.","P","Swaziland","National","Bicego, G. T., R. Nkambule, I. Peterson, et al.",2013,"Recent Patterns in Population-Based HIV Prevalence in Swaziland","PLoS One, vol. 8, issue 10, e77101, pp. 1-7, <http://www.plosone.org>, accessed on December 17, 2013.","HIV","-1","-1","14.30","N/A","BW","RAPID*2, ELISA*2","992"
"9","WZ","National","2010-2011","Adults","N","B","40Y44Y","B1007","Swaziland HIV Incidence Measurement Survey.  Dec. 10 - June 11.  Rapid tests: Determine & Uni-Gold.","P","Swaziland","National","Bicego, G. T., R. Nkambule, I. Peterson, et al.",2013,"Recent Patterns in Population-Based HIV Prevalence in Swaziland","PLoS One, vol. 8, issue 10, e77101, pp. 1-7, <http://www.plosone.org>, accessed on December 17, 2013.","HIV","-1","-1","42.20","N/A","BW","RAPID*2, ELISA*2","1,703"
"17","WZ","National","2010-2011","Adults","N","M","45Y49Y","B1007","Swaziland HIV Incidence Measurement Survey.  Dec. 10 - June 11.  Rapid tests: Determine & Uni-Gold.","P","Swaziland","National","Bicego, G. T., R. Nkambule, I. Peterson, et al.",2013,"Recent Patterns in Population-Based HIV Prevalence in Swaziland","PLoS One, vol. 8, issue 10, e77101, pp. 1-7, <http://www.plosone.org>, accessed on December 17, 2013.","HIV","-1","-1","42.50","N/A","BW","RAPID*2, ELISA*2","570"
"23","ZA","National","2001","Employees","N","B","50Y+","E0183","Only the prevalence rate was given.  From one manufacturing & three mining firms.","P","Zambia","National","Evian, C., M. Fox, W. MacLeod, et al.",2004,"Prevalence of HIV in Workforces in Southern Africa, 2000-2001","South African Medical Journal, vol. 94, no. 2, pp. 125-130.","HIV","-1","-1","10.00","N/A","O","ELISA","N/A"
"22","ZA","National","2001","Employees","N","B","40Y49Y","E0183","Only the prevalence rate was given.  From one manufacturing & three mining firms.","P","Zambia","National","Evian, C., M. Fox, W. MacLeod, et al.",2004,"Prevalence of HIV in Workforces in Southern Africa, 2000-2001","South African Medical Journal, vol. 94, no. 2, pp. 125-130.","HIV","-1","-1","18.40","N/A","O","ELISA","N/A"
"21","ZA","National","2001","Employees","N","B","30Y39Y","E0183","Only the prevalence rate was given.  From one manufacturing & three mining firms.","P","Zambia","National","Evian, C., M. Fox, W. MacLeod, et al.",2004,"Prevalence of HIV in Workforces in Southern Africa, 2000-2001","South African Medical Journal, vol. 94, no. 2, pp. 125-130.","HIV","-1","-1","25.70","N/A","O","ELISA","N/A"
"20","ZA","National","2001","Employees","N","B","20Y29Y","E0183","Only the prevalence rate was given.  From one manufacturing & three mining firms.","P","Zambia","National","Evian, C., M. Fox, W. MacLeod, et al.",2004,"Prevalence of HIV in Workforces in Southern Africa, 2000-2001","South African Medical Journal, vol. 94, no. 2, pp. 125-130.","HIV","-1","-1","11.40","N/A","O","ELISA","N/A"
"19","ZA","National","2001","Employees","N","B","<20Y","E0183","Only the prevalence rate was given.  From one manufacturing & three mining firms.","P","Zambia","National","Evian, C., M. Fox, W. MacLeod, et al.",2004,"Prevalence of HIV in Workforces in Southern Africa, 2000-2001","South African Medical Journal, vol. 94, no. 2, pp. 125-130.","HIV","-1","-1","5.20","N/A","O","ELISA","N/A"
"82","ZI","National","1991","General population","N","B","50Y+","T0364",,"P","Zimbabwe","National","Tswana, S. A., L. Nystrom, S. R. Moyo, et al.",1996,"A Sero-Epidemiology Cross-Sectional Nationwide Study of the Prevalence of Human Immunodeficiency Virus in Zimbabwe 1989-1991","African Journal of Health Sciences, vol. 3, no. 3, pp. 96-100.","HIV","0","-1","11.80","N/A","BW","ELISA*2, WB","41"
"81","ZI","National","1991","General population","N","B","40Y49Y","T0364",,"P","Zimbabwe","National","Tswana, S. A., L. Nystrom, S. R. Moyo, et al.",1996,"A Sero-Epidemiology Cross-Sectional Nationwide Study of the Prevalence of Human Immunodeficiency Virus in Zimbabwe 1989-1991","African Journal of Health Sciences, vol. 3, no. 3, pp. 96-100.","HIV","0","-1","19.50","N/A","BW","ELISA*2, WB","139"
"80","ZI","National","1991","General population","N","B","30Y39Y","T0364",,"P","Zimbabwe","National","Tswana, S. A., L. Nystrom, S. R. Moyo, et al.",1996,"A Sero-Epidemiology Cross-Sectional Nationwide Study of the Prevalence of Human Immunodeficiency Virus in Zimbabwe 1989-1991","African Journal of Health Sciences, vol. 3, no. 3, pp. 96-100.","HIV","0","-1","22.00","N/A","BW","ELISA*2, WB","360"
"79","ZI","National","1991","General population","N","B","20Y29Y","T0364",,"P","Zimbabwe","National","Tswana, S. A., L. Nystrom, S. R. Moyo, et al.",1996,"A Sero-Epidemiology Cross-Sectional Nationwide Study of the Prevalence of Human Immunodeficiency Virus in Zimbabwe 1989-1991","African Journal of Health Sciences, vol. 3, no. 3, pp. 96-100.","HIV","0","-1","9.50","N/A","BW","ELISA*2, WB","594"
"78","ZI","National","1991","General population","N","B","10Y19Y","T0364",,"P","Zimbabwe","National","Tswana, S. A., L. Nystrom, S. R. Moyo, et al.",1996,"A Sero-Epidemiology Cross-Sectional Nationwide Study of the Prevalence of Human Immunodeficiency Virus in Zimbabwe 1989-1991","African Journal of Health Sciences, vol. 3, no. 3, pp. 96-100.","HIV","0","-1","8.40","N/A","BW","ELISA*2, WB","206"
"76","ZI","National","1990","General population","N","B","20Y29Y","T0364",,"P","Zimbabwe","National","Tswana, S. A., L. Nystrom, S. R. Moyo, et al.",1996,"A Sero-Epidemiology Cross-Sectional Nationwide Study of the Prevalence of Human Immunodeficiency Virus in Zimbabwe 1989-1991","African Journal of Health Sciences, vol. 3, no. 3, pp. 96-100.","HIV","0","-1","1.10","N/A","BW","ELISA*2, WB","91"
"75","ZI","National","1990","General population","N","B","10Y19Y","T0364",,"P","Zimbabwe","National","Tswana, S. A., L. Nystrom, S. R. Moyo, et al.",1996,"A Sero-Epidemiology Cross-Sectional Nationwide Study of the Prevalence of Human Immunodeficiency Virus in Zimbabwe 1989-1991","African Journal of Health Sciences, vol. 3, no. 3, pp. 96-100.","HIV","0","-1","1.40","N/A","BW","ELISA*2, WB","361"
"73","ZI","National","1989","General population","N","B","50Y+","T0364",,"P","Zimbabwe","National","Tswana, S. A., L. Nystrom, S. R. Moyo, et al.",1996,"A Sero-Epidemiology Cross-Sectional Nationwide Study of the Prevalence of Human Immunodeficiency Virus in Zimbabwe 1989-1991","African Journal of Health Sciences, vol. 3, no. 3, pp. 96-100.","HIV","0","-1","2.40","N/A","BW","ELISA*2, WB","84"
"72","ZI","National","1989","General population","N","B","40Y49Y","T0364",,"P","Zimbabwe","National","Tswana, S. A., L. Nystrom, S. R. Moyo, et al.",1996,"A Sero-Epidemiology Cross-Sectional Nationwide Study of the Prevalence of Human Immunodeficiency Virus in Zimbabwe 1989-1991","African Journal of Health Sciences, vol. 3, no. 3, pp. 96-100.","HIV","0","-1","4.60","N/A","BW","ELISA*2, WB","109"
"71","ZI","National","1989","General population","N","B","30Y39Y","T0364",,"P","Zimbabwe","National","Tswana, S. A., L. Nystrom, S. R. Moyo, et al.",1996,"A Sero-Epidemiology Cross-Sectional Nationwide Study of the Prevalence of Human Immunodeficiency Virus in Zimbabwe 1989-1991","African Journal of Health Sciences, vol. 3, no. 3, pp. 96-100.","HIV","0","-1","4.20","N/A","BW","ELISA*2, WB","215"
"70","ZI","National","1989","General population","N","B","20Y29Y","T0364",,"P","Zimbabwe","National","Tswana, S. A., L. Nystrom, S. R. Moyo, et al.",1996,"A Sero-Epidemiology Cross-Sectional Nationwide Study of the Prevalence of Human Immunodeficiency Virus in Zimbabwe 1989-1991","African Journal of Health Sciences, vol. 3, no. 3, pp. 96-100.","HIV","0","-1","3.20","N/A","BW","ELISA*2, WB","219"
"69","ZI","National","1989","General population","N","B","10Y19Y","T0364",,"P","Zimbabwe","National","Tswana, S. A., L. Nystrom, S. R. Moyo, et al.",1996,"A Sero-Epidemiology Cross-Sectional Nationwide Study of the Prevalence of Human Immunodeficiency Virus in Zimbabwe 1989-1991","African Journal of Health Sciences, vol. 3, no. 3, pp. 96-100.","HIV","0","-1","0.50","N/A","BW","ELISA*2, WB","569"
"18","ZI","National","1989-1991","General population","N","F","50Y+","T0364","15 districts.","P","Zimbabwe","National","Tswana, S. A., L. Nystrom, S. R. Moyo, et al.",1996,"A Sero-Epidemiology Cross-Sectional Nationwide Study of the Prevalence of Human Immunodeficiency Virus in Zimbabwe 1989-1991","African Journal of Health Sciences, vol. 3, no. 3, pp. 96-100.","HIV","0","-1","7.10","N/A","BW","ELISA*2, WB","42"
"17","ZI","National","1989-1991","General population","N","F","40Y49Y","T0364","15 districts.","P","Zimbabwe","National","Tswana, S. A., L. Nystrom, S. R. Moyo, et al.",1996,"A Sero-Epidemiology Cross-Sectional Nationwide Study of the Prevalence of Human Immunodeficiency Virus in Zimbabwe 1989-1991","African Journal of Health Sciences, vol. 3, no. 3, pp. 96-100.","HIV","0","-1","16.10","N/A","BW","ELISA*2, WB","124"
"16","ZI","National","1989-1991","General population","N","F","30Y39Y","T0364","15 districts.","P","Zimbabwe","National","Tswana, S. A., L. Nystrom, S. R. Moyo, et al.",1996,"A Sero-Epidemiology Cross-Sectional Nationwide Study of the Prevalence of Human Immunodeficiency Virus in Zimbabwe 1989-1991","African Journal of Health Sciences, vol. 3, no. 3, pp. 96-100.","HIV","0","-1","17.40","N/A","BW","ELISA*2, WB","327"
"15","ZI","National","1989-1991","General population","N","F","20Y29Y","T0364","15 districts.","P","Zimbabwe","National","Tswana, S. A., L. Nystrom, S. R. Moyo, et al.",1996,"A Sero-Epidemiology Cross-Sectional Nationwide Study of the Prevalence of Human Immunodeficiency Virus in Zimbabwe 1989-1991","African Journal of Health Sciences, vol. 3, no. 3, pp. 96-100.","HIV","0","-1","7.30","N/A","BW","ELISA*2, WB","496"
"14","ZI","National","1989-1991","General population","N","F","10Y19Y","T0364","15 districts.","P","Zimbabwe","National","Tswana, S. A., L. Nystrom, S. R. Moyo, et al.",1996,"A Sero-Epidemiology Cross-Sectional Nationwide Study of the Prevalence of Human Immunodeficiency Virus in Zimbabwe 1989-1991","African Journal of Health Sciences, vol. 3, no. 3, pp. 96-100.","HIV","0","-1","2.80","N/A","BW","ELISA*2, WB","637"
"13","ZI","National","1989-1991","General population","N","M","50Y+","T0364","15 districts.","P","Zimbabwe","National","Tswana, S. A., L. Nystrom, S. R. Moyo, et al.",1996,"A Sero-Epidemiology Cross-Sectional Nationwide Study of the Prevalence of Human Immunodeficiency Virus in Zimbabwe 1989-1991","African Journal of Health Sciences, vol. 3, no. 3, pp. 96-100.","HIV","0","-1","3.70","N/A","BW","ELISA*2, WB","81"
"12","ZI","National","1989-1991","General population","N","M","40Y49Y","T0364","15 districts.","P","Zimbabwe","National","Tswana, S. A., L. Nystrom, S. R. Moyo, et al.",1996,"A Sero-Epidemiology Cross-Sectional Nationwide Study of the Prevalence of Human Immunodeficiency Virus in Zimbabwe 1989-1991","African Journal of Health Sciences, vol. 3, no. 3, pp. 96-100.","HIV","0","-1","8.80","N/A","BW","ELISA*2, WB","114"
"11","ZI","National","1989-1991","General population","N","M","30Y39Y","T0364","15 districts.","P","Zimbabwe","National","Tswana, S. A., L. Nystrom, S. R. Moyo, et al.",1996,"A Sero-Epidemiology Cross-Sectional Nationwide Study of the Prevalence of Human Immunodeficiency Virus in Zimbabwe 1989-1991","African Journal of Health Sciences, vol. 3, no. 3, pp. 96-100.","HIV","0","-1","10.80","N/A","BW","ELISA*2, WB","223"
"10","ZI","National","1989-1991","General population","N","M","20Y29Y","T0364","15 districts.","P","Zimbabwe","National","Tswana, S. A., L. Nystrom, S. R. Moyo, et al.",1996,"A Sero-Epidemiology Cross-Sectional Nationwide Study of the Prevalence of Human Immunodeficiency Virus in Zimbabwe 1989-1991","African Journal of Health Sciences, vol. 3, no. 3, pp. 96-100.","HIV","0","-1","6.20","N/A","BW","ELISA*2, WB","321"
"9","ZI","National","1989-1991","General population","N","M","10Y19Y","T0364","15 districts.","P","Zimbabwe","National","Tswana, S. A., L. Nystrom, S. R. Moyo, et al.",1996,"A Sero-Epidemiology Cross-Sectional Nationwide Study of the Prevalence of Human Immunodeficiency Virus in Zimbabwe 1989-1991","African Journal of Health Sciences, vol. 3, no. 3, pp. 96-100.","HIV","0","-1","1.10","N/A","BW","ELISA*2, WB","472"
"8","ZI","National","1989-1991","General population","N","B","50Y+","T0364","15 districts.  Breakdown by Province, area, year, & sex, provided.","P","Zimbabwe","National","Tswana, S. A., L. Nystrom, S. R. Moyo, et al.",1996,"A Sero-Epidemiology Cross-Sectional Nationwide Study of the Prevalence of Human Immunodeficiency Virus in Zimbabwe 1989-1991","African Journal of Health Sciences, vol. 3, no. 3, pp. 96-100.","HIV","0","-1","4.90","N/A","BW","ELISA*2, WB","123"
"7","ZI","National","1989-1991","General population","N","B","40Y49Y","T0364","15 districts.  Breakdown by Province, area, year, & sex, provided.","P","Zimbabwe","National","Tswana, S. A., L. Nystrom, S. R. Moyo, et al.",1996,"A Sero-Epidemiology Cross-Sectional Nationwide Study of the Prevalence of Human Immunodeficiency Virus in Zimbabwe 1989-1991","African Journal of Health Sciences, vol. 3, no. 3, pp. 96-100.","HIV","0","-1","12.60","N/A","BW","ELISA*2, WB","238"
"6","ZI","National","1989-1991","General population","N","B","30Y39Y","T0364","15 districts.  Breakdown by Province, area, year, & sex, provided.","P","Zimbabwe","National","Tswana, S. A., L. Nystrom, S. R. Moyo, et al.",1996,"A Sero-Epidemiology Cross-Sectional Nationwide Study of the Prevalence of Human Immunodeficiency Virus in Zimbabwe 1989-1991","African Journal of Health Sciences, vol. 3, no. 3, pp. 96-100.","HIV","0","-1","14.70","N/A","BW","ELISA*2, WB","550"
"5","ZI","National","1989-1991","General population","N","B","20Y29Y","T0364","15 districts.  Breakdown by Province, area, year, & sex, provided.","P","Zimbabwe","National","Tswana, S. A., L. Nystrom, S. R. Moyo, et al.",1996,"A Sero-Epidemiology Cross-Sectional Nationwide Study of the Prevalence of Human Immunodeficiency Virus in Zimbabwe 1989-1991","African Journal of Health Sciences, vol. 3, no. 3, pp. 96-100.","HIV","0","-1","6.90","N/A","BW","ELISA*2, WB","817"
"4","ZI","National","1989-1991","General population","N","B","10Y19Y","T0364","15 districts.  Breakdown by Province, area, year, & sex, provided.","P","Zimbabwe","National","Tswana, S. A., L. Nystrom, S. R. Moyo, et al.",1996,"A Sero-Epidemiology Cross-Sectional Nationwide Study of the Prevalence of Human Immunodeficiency Virus in Zimbabwe 1989-1991","African Journal of Health Sciences, vol. 3, no. 3, pp. 96-100.","HIV","0","-1","2.10","N/A","BW","ELISA*2, WB","1,109"
"5","ZI","National","2001-2002","Young adults","N","F","19Y","G0507","Only the prevalence rate was given.  Sept. 01 - Feb. 02.  Also, see Z0115.","P","Zimbabwe","National","Gavin, L., C. Galavotti, H. Dube, et al.",2006,"Factors Associated with HIV Infection in Adolescent Females in Zimbabwe","Journal of Adolescent Health, vol. 39, no. 4, pp. e11-e18.","HIV","-1","-1","17.60","N/A","BS","ELISA*2, WB","N/A"
"4","ZI","National","2001-2002","Young adults","N","F","18Y","G0507","Only the prevalence rate was given.  Sept. 01 - Feb. 02.  Also, see Z0115.","P","Zimbabwe","National","Gavin, L., C. Galavotti, H. Dube, et al.",2006,"Factors Associated with HIV Infection in Adolescent Females in Zimbabwe","Journal of Adolescent Health, vol. 39, no. 4, pp. e11-e18.","HIV","-1","-1","10.30","N/A","BS","ELISA*2, WB","N/A"
"3","ZI","National","2001-2002","Young adults","N","F","17Y","G0507","Only the prevalence rate was given.  Sept. 01 - Feb. 02.  Also, see Z0115.","P","Zimbabwe","National","Gavin, L., C. Galavotti, H. Dube, et al.",2006,"Factors Associated with HIV Infection in Adolescent Females in Zimbabwe","Journal of Adolescent Health, vol. 39, no. 4, pp. e11-e18.","HIV","-1","-1","10.90","N/A","BS","ELISA*2, WB","N/A"
"2","ZI","National","2001-2002","Young adults","N","F","16Y","G0507","Only the prevalence rate was given.  Sept. 01 - Feb. 02.  Also, see Z0115.","P","Zimbabwe","National","Gavin, L., C. Galavotti, H. Dube, et al.",2006,"Factors Associated with HIV Infection in Adolescent Females in Zimbabwe","Journal of Adolescent Health, vol. 39, no. 4, pp. e11-e18.","HIV","-1","-1","8.10","N/A","BS","ELISA*2, WB","N/A"
"1","ZI","National","2001-2002","Young adults","N","F","15Y","G0507","Only the prevalence rate was given.  Sept. 01 - Feb. 02.  Also, see Z0115.","P","Zimbabwe","National","Gavin, L., C. Galavotti, H. Dube, et al.",2006,"Factors Associated with HIV Infection in Adolescent Females in Zimbabwe","Journal of Adolescent Health, vol. 39, no. 4, pp. e11-e18.","HIV","-1","-1","6.60","N/A","BS","ELISA*2, WB","N/A"

